type,title,location,site_visit_date,ROM,solicitationNumber,department,typeOfSetAsideDescription,responseDeadLine,postedDate,naicsCode,active,Queried_NAICS,archiveDate,additionalInfoLink,uiLink,fullParentPathName,fullParentPathCode,baseType,organizationType,typeOfSetAside,award,resourceLinks
Solicitation,"Install Water/Wastewater Mains, ICBM Road",Not Specified,,,W9127826RA044,,Total Small Business Set-Aside (FAR 19.5),2026-05-21T14:00:00-05:00,2026-05-08,237110,Yes,237110,2026-09-30,,https://sam.gov/workspace/contract/opp/03161e2e31de4fa99dd1811943255935/view,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST MOBILE.W074 ENDIST MOBILE,021.2100.USACE.SAD.SAM.W91278,Solicitation,OFFICE,SBA,,
Solicitation,Sam Houston Trail Bridge Replacement,"Lufkin, Texas",,"$1,000,000 and $5,000,000 | $1,000,000 | $5,000,000",127EAV26R0009,,Total Small Business Set-Aside (FAR 19.5),2026-05-29T14:00:00-05:00,2026-05-09,237310,Yes,237310,2026-06-13,,https://sam.gov/workspace/contract/opp/2408996782a6472e82945cb318d38c0a/view,"AGRICULTURE, DEPARTMENT OF.FOREST SERVICE.Southwestern Regional Office, Region 3",012.12C2.128371,Solicitation,OFFICE,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/0cd090d330d34b6c80bf5237cd6e60dc/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/32f2c934ce5f4ed191a4acf01f55b35c/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4158394b93e94f20b7db19a18b594da5/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/51a3a1338bda43c6b9d7e0492976c06e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/59de6b1224c84a949b28340dee9ef0b7/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/63035d4427c24b1ca1d1a131bfc1783d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/842869e56e5b4dcf9e30d1b4ee03ea31/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/860349aa666a497a975ba32d453afc41/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/98330a7f163b4cc3baa86a8c18737e09/download']"
Solicitation,Y--GLBA REHAB WATERLINE,Not Specified,,,140P9726R0002,,Total Small Business Set-Aside (FAR 19.5),2026-06-24T17:00:00-04:00,2026-06-08,237110,Yes,237110,2026-07-09,,https://sam.gov/workspace/contract/opp/dca4918d996843b8b6a4436772d28dc9/view,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.ALASKA REGIONAL OFFICE(97000)",014.1443.140P97,Solicitation,OFFICE,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/21f00293c1344c029014a5fdf29c5a9e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2b7db0bb32be43dd8156318fe77c4d42/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3cecaf849ed64471a34ab809d9408c9b/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/41a61f73b7b6468fa6e8728e96b53a5e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/476f84b75d004db7a72db2e7afbca6fb/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5013b98152a74dc09bb7760801b6af6e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5c896eab98574fe3b3d6cf35e96030c6/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/61a60bb05bc6469081117492b316e3ba/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/69a4af1188a841f48eebc62a9f3add7b/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8a026241a4d544908b239632c3785ca8/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/da8139d20ffb407781d8729f3a326983/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e899006e66b64d379452a777b3e382d7/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f605025e9d4f44f5bb8d9859518ca8b0/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f81bf1ab110d474eb036268a3f12c91e/download']"
Solicitation,DESGIN BUILD/DESIGN BID BUILD ENVIRONMENTAL INFRASTRUCTURE MATOC  ,Not Specified,,$1M to $15M | $1 million and $15 Million | approximately $1 million,W912P526RA008,,Total Small Business Set-Aside (FAR 19.5),2026-06-22T09:00:00-05:00,2026-06-08,237110,Yes,237110,2027-06-08,,https://sam.gov/workspace/contract/opp/e4df5bab85b446aba9b7400fa18add86/view,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION GREAT LAKES AND OHIO.ENDIST NASHVILLE.W072 ENDIST NASHVILLE,021.2100.USACE.LRD.LRN.W912P5,Solicitation,OFFICE,SBA,,
Solicitation,Z2NE--544-22-115 Replace Water and Fire Piping Loop,"Columbia, South Carolina",,,36C24726R0074,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-19T15:00:00-04:00,2026-06-03,237110,Yes,237110,2026-07-04,,https://sam.gov/workspace/contract/opp/8efa1ce77a1646e2b46add01dc2efd70/view,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.247-NETWORK CONTRACT OFFICE 7 (36C247)",036.3600.36C247,Solicitation,OFFICE,SDVOSBC,,
Solicitation,CA-FWS MODOC NWR-WATER MAIN REPAIR,Not Specified,,"$50,000 to $65,000.00 | $50,000 | $65,000.00",140FC326Q0024,,Total Small Business Set-Aside (FAR 19.5),2026-06-15T15:00:00-04:00,2026-05-15,237110,Yes,237110,2026-06-30,,https://sam.gov/workspace/contract/opp/1f83f0d246e840f3bdad389c5e7f6b6b/view,"INTERIOR, DEPARTMENT OF THE.US FISH AND WILDLIFE SERVICE.FWS CONSTRUCTION & A/E - BIL/DISASTER",014.1448.140F1B,Solicitation,OFFICE,SBA,,
Solicitation,Y--PAIS WASTE WATER TANK REPLACEMENT,Not Specified,,,140P6326Q0022,,Indian Small Business Economic Enterprise (ISBEE) Set-Aside (specific to Department of Interior and Indian Health Services),2026-06-22T12:00:00-06:00,2026-06-09,237110,Yes,237110,2026-07-07,,https://sam.gov/workspace/contract/opp/1aa348e60f0043d49b40e72afaffec95/view,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR NEKOTA(63000)",014.1443.140P63,Solicitation,OFFICE,ISBEE,,
Solicitation,"FORT MYERS BEACH HARBOR, MAINTENANCE DREDGING LEE COUNTY, FLORIDA",Not Specified,,"$5,000,000.00 and $10,000,000.00 | $37 million | $5,000,000.00",GROUP1-26-R-J002,,Total Small Business Set-Aside (FAR 19.5),2026-05-15T14:00:00-04:00,2026-05-14,237990,Yes,237990,2026-10-01,,https://sam.gov/workspace/contract/opp/7abc05664f8e4df792aee0350b11f31c/view,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST JACKSONVILLE.W074 ENDIST JACKSNVLLE,021.2100.USACE.SAD.SAJ.W912EP,Solicitation,OFFICE,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/14386312afbb4c7386e036d85ee27504/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2e92847f396f4c2ba74208909d2f2752/download']"
Solicitation,Z--LARO SEVEN BAYS LIFT STATION REPAIRS,Not Specified,,,140P8326Q0033,,Total Small Business Set-Aside (FAR 19.5),2026-06-05T13:00:00-07:00,2026-06-03,237110,Yes,237110,2026-06-20,,https://sam.gov/workspace/contract/opp/0fad53fe958f4944bb9d571023f8de7c/view,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.PWR OLYM MABO(83000)",014.1443.140P83,Solicitation,OFFICE,SBA,,
Solicitation,Z--Red Mountain Road Upgrade 2026,Not Specified,,,140L1226R0004,,Total Small Business Set-Aside (FAR 19.5),2026-05-18T17:00:00-07:00,2026-05-08,237310,Yes,237310,2026-06-02,,https://sam.gov/workspace/contract/opp/6423c598e47c4c5fafc4dd34687e5a16/view,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.CALIFORNIA STATE OFFICE",014.1422.140L12,Solicitation,OFFICE,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/245c091342d84f06959bb9a2bea3d1a8/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2f2995b0b6ba47f28ee8e3a25fb1d11d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/39cd1332e18e45718a9fb32eb12b991c/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/63aaeea2cbb54762a908298354197c46/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7f0baca9dab84c738adec2d97991a218/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/848b3b5570e6497099ee573e280eb2ce/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a232c95004284e6a89477fbd6a8844ab/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a71e86fe10734c2c86fc467dad2356d3/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/bfaf0d59ca194b4eaae7bb29a0bb8782/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d4d08af6970c4737acc78c70b831b157/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e231951fd0b840c7b67bd90a5d136cb6/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f58217f703734d8bb7dba1ba9c80cc33/download']"
Solicitation,M--Boardwalk Replacement @ CUVA,Not Specified,,,140P6426B0005,,Total Small Business Set-Aside (FAR 19.5),2026-05-27T12:00:00-04:00,2026-05-20,237990,Yes,237990,2026-09-30,,https://sam.gov/workspace/contract/opp/0e747d2ede3d45fbbb51ff4c483c7229/view,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR OHIO(64000)",014.1443.140P64,Solicitation,OFFICE,SBA,,
Solicitation,Y--Arkansas Valley Conduit - Crowley Reach 1,Not Specified,,,140R6026R0001,,Total Small Business Set-Aside (FAR 19.5),2026-05-29T14:00:00-06:00,2026-05-20,237110,Yes,237110,2026-06-13,,https://sam.gov/workspace/contract/opp/effb36308dc4432483922e1d6622dbb8/view,"INTERIOR, DEPARTMENT OF THE.BUREAU OF RECLAMATION.GREAT PLAINS REGIONAL OFFICE",014.1425.140R60,Solicitation,OFFICE,SBA,,
Solicitation,F--PAGR MEK SURFACE REHAB ,Not Specified,,,140P4526Q0022,,Total Small Business Set-Aside (FAR 19.5),2026-06-08T14:00:00-04:00,2026-06-01,237310,Yes,237310,2026-06-23,,https://sam.gov/workspace/contract/opp/a3a0e16921db4c2d99e130fe5fbd0dea/view,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.NER SERVICES MABO (43000)",014.1443.140P43,Solicitation,OFFICE,SBA,,
Solicitation,Z--PAGR RESTORE MAINT. LOT ,Not Specified,,,140P4526Q0021,,Total Small Business Set-Aside (FAR 19.5),2026-06-09T14:00:00-04:00,2026-06-01,237310,Yes,237310,2026-06-24,,https://sam.gov/workspace/contract/opp/3fa5c2b1fcda425db64aff98876ed622/view,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.NER SERVICES MABO (43000)",014.1443.140P43,Solicitation,OFFICE,SBA,,
Solicitation,"Levee Repairs at Saline County Levee District #2, Ray-Carroll Bottoms Consolidated Levee District of Carroll County, and Howard County Levee District #4",Not Specified,,"$250,000 and $500,000 | estimated price range: Between $250,000 and $500,000 | $250,000",W912DQ26BA005,,Total Small Business Set-Aside (FAR 19.5),2026-06-02T13:00:00-05:00,2026-05-22,237990,Yes,237990,2027-05-22,,https://sam.gov/workspace/contract/opp/48207da8778f4881bc16c71d4d180df1/view,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTHWESTERN.ENDIST KANSAS CITY.W071 ENDIST KANSAS CITY,021.2100.USACE.NWD.NWK.W912DQ,Solicitation,OFFICE,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/191285926af14439bc6e6ac40b540160/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6bd609e8d95f437e8fac773094b85480/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a2d261090bf745259f5331bf477e57a3/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f8a9e849c0134a0399f9ffbf44288fb4/download']"
Special Notice,Phillips Parkway Haul Route,"Cape Canaveral, Florida",,,W9127826RA025,,Total Small Business Set-Aside (FAR 19.5),,2026-05-12,237310,Yes,237310,2026-07-31,,https://sam.gov/workspace/contract/opp/c2a9c0ed0c2c4b48b20f207904ffc959/view,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST MOBILE.W074 ENDIST MOBILE,021.2100.USACE.SAD.SAM.W91278,Solicitation,OFFICE,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1ffb2e9d6c5143b08f93e288ebc85e8f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2b83ff94a96c4976b13a4b29c6609574/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/546b0ba53ac444a49e74c87d372ae435/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/86ee4cc27101485fb7b03c2a08f3c202/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a7c04b9f42504438bc7c15f6a1f471f9/download']"
Solicitation,Yuba Gravel Placement,"LINDA, California",,,W9123826QA014,,Total Small Business Set-Aside (FAR 19.5),2026-06-04T11:00:00-07:00,2026-06-02,237990,Yes,237990,2026-06-19,,https://sam.gov/workspace/contract/opp/478d1634a5b74dc6b0d7a87dc085b8f6/view,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH PACIFIC.ENDIST SACRAMENTO.W075 ENDIST SACRAMENTO,021.2100.USACE.SPD.SPK.W91238,Solicitation,OFFICE,SBA,,
Solicitation,Z--Provide Maintenance of Roadway - Roadway Stripping,"Asheville, North Carolina",,,140P5126Q0020,,Total Small Business Set-Aside (FAR 19.5),2026-06-06T13:00:00-04:00,2026-05-21,237310,Yes,237310,2026-06-20,,https://sam.gov/workspace/contract/opp/df3c33ccc31b43fd96b46035ff53e8fd/view,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.SER EAST MABO(51000)",014.1443.140P51,Solicitation,OFFICE,SBA,,
Solicitation,Danville National Cemetery – National Shrine Project 809-NSP25-006,"Danville, Illinois",,,36C78626B0009,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-15T10:00:00-05:00,2026-06-12,237990,Yes,237990,2026-06-30,,https://sam.gov/workspace/contract/opp/376b2cf97c264b978ff42e42809e7c15/view,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.NATIONAL CEMETERY ADMIN (36C786)",036.3600.36C786,Solicitation,OFFICE,SDVOSBC,,
Solicitation,Y--VOYA 335009 N191 REHAB RAINY AND ASH ,Not Specified,,,140P2026R0045,,Total Small Business Set-Aside (FAR 19.5),2026-06-09T09:00:00-06:00,2026-06-05,237310,Yes,237310,2026-06-24,,https://sam.gov/workspace/contract/opp/2016057275f340be8b083c951ddb4104/view,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.DSC CONTRACTING SERVICES DIVISION",014.1443.140P20,Solicitation,OFFICE,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/08e0896cb744420e8e7c4e5c7c19440a/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/0a88a453db25495ca427572ef567dacd/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1525800e0bac47f995ddec98fe2bbfef/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2c0219c1457e446a8981f5e9e768bdec/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/46fc1b6fc39f4c22b76773016cbbb102/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/515859a3046147d8855dac0326603b26/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5840226b8b7f45eba4f442c515f977ce/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/698d7c78e44e4b1a8d13d64ad9b267c8/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7bcdd0e7ba954062a65ee6214cedea3f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/94e1311ff2cc4740996b5c5e470a4a53/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b6417635ea364d1c9b8db262584cfe9c/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d518aa5ff7624ebb9ad8f11650c54865/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e5f01815bee24decb23c2fc7691f9962/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ecca7a69914840ee865270f360ecbd9f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f089c563eca24c20bee397e04bf07ccc/download']"
Solicitation,FY26 REDWOOD CITY CHANNEL MAINTENANCE DREDGING PROJECT,Not Specified,,"$5,000,000 - $10,000,000 | Estimated Cost Range is between $5,000,000 - $10,000,000 | $37,000,000",W912P726BA002,,Total Small Business Set-Aside (FAR 19.5),2026-06-12T12:00:00-07:00,2026-06-04,237990,Yes,237990,2026-07-31,,https://sam.gov/workspace/contract/opp/4fc5ece524b8427f9d182e68bf02daa8/view,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH PACIFIC.ENDIST SAN FRANCISCO.W075 ENDIST SAN FRAN,021.2100.USACE.SPD.SPN.W912P7,Solicitation,OFFICE,SBA,,
Solicitation,Project # 962CM3003 | Cemetery Improvement Project at Mare  Island Naval Cemetery,"Vallejo, California",,"$5,000,000 and $10,000,000 | $5,000,000 | $10,000,000",36C78626R0059_1,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-26T12:30:00-04:00,2026-06-11,237990,Yes,237990,2026-07-30,,https://sam.gov/workspace/contract/opp/a21f5f67e2394feebb6ba751358ead2e/view,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.NATIONAL CEMETERY ADMIN (36C786)",036.3600.36C786,Solicitation,OFFICE,SDVOSBC,,
Solicitation,Z--INDIAN WELLS CYN RD O&M,Not Specified,,,140L1226R0002,,Total Small Business Set-Aside (FAR 19.5),2026-06-22T15:00:00-07:00,2026-06-09,237310,Yes,237310,2026-07-07,,https://sam.gov/workspace/contract/opp/025f72687739456fa4aeef697d3864fa/view,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.CALIFORNIA STATE OFFICE",014.1422.140L12,Solicitation,OFFICE,SBA,,
Solicitation,Z--BESSEMER MINE ROAD O&M,Not Specified,,,140L1226R0003,,Total Small Business Set-Aside (FAR 19.5),2026-06-22T15:00:00-07:00,2026-06-09,237310,Yes,237310,2026-07-07,,https://sam.gov/workspace/contract/opp/19167f70615e4dc9bf754068714ccf77/view,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.CALIFORNIA STATE OFFICE",014.1422.140L12,Solicitation,OFFICE,SBA,,
Solicitation,Z--GAOA SOAP GULCH ROAD,Not Specified,,,140L3626Q0021,,Total Small Business Set-Aside (FAR 19.5),2026-06-22T13:00:00-06:00,2026-06-04,237310,Yes,237310,2026-07-07,,https://sam.gov/workspace/contract/opp/f4050199247e444aa4744d77b4ee7f27/view,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.MONTANA STATE OFFICE",014.1422.140L36,Solicitation,OFFICE,SBA,,
Solicitation,Z--KNRI REPLACE VC SANITARY PLUMBING/SEPTIC,"Stanton, North Dakota",,,140P6326B0006,,Indian Small Business Economic Enterprise (ISBEE) Set-Aside (specific to Department of Interior and Indian Health Services),2026-06-23T13:00:00-06:00,2026-06-11,237110,Yes,237110,2026-07-08,,https://sam.gov/workspace/contract/opp/1b7ca41989564df8b5295457aa911019/view,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR NEKOTA(63000)",014.1443.140P63,Solicitation,OFFICE,ISBEE,,
Solicitation,NPS - REPAIR EQUIPMENT STORAGE SHED AT CARL,Not Specified,,,140PS126Q0015,,Total Small Business Set-Aside (FAR 19.5),2026-06-23T17:00:00-04:00,2026-05-14,237990,Yes,237990,2026-07-08,,https://sam.gov/workspace/contract/opp/68dfc5e920074ba293e9a585fd5e8a16/view,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.DOI, NPS CONOPS STRATEGIC",014.1443.140PS1,Solicitation,OFFICE,SBA,,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/12fd737b3b5e45a1b8f24ce405427f70/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5b3d10bb2ec1483cbe99a50614922c50/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b1646cdf6da64b5db2b24891b272a9c2/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b61cff99fab548e6a490f14cc4fe34f5/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c1cd42eb49ed42d295125090384725f8/download']"
Solicitation,VGLZ 182035 REPAIR BASE PERIMETER ROAD,Not Specified,,,W50S8526BA001,,Total Small Business Set-Aside (FAR 19.5),2026-06-24T12:00:00-04:00,2026-06-12,237310,Yes,237310,2027-06-12,,https://sam.gov/workspace/contract/opp/a2ca7a7751944129b15296c0bcd9230f/view,DEPT OF DEFENSE.DEPT OF THE ARMY.NATIONAL GUARD BUREAU.JFHQ USPFO MI.USPFO MI PROCUREMENT.W7NF USPFO ACTIVITY MIANG 127,021.2100.NGB.JFHQ USPFO MI.USPFO MI PROC.W50S85,Solicitation,OFFICE,SBA,,
Presolicitation,Y1NZ--580-23-108 Upgrade Sewer Distribution  System,Not Specified,,"$5,000,000 and $10,000,000 | $5,000,000 | $10,000,000",36C25626R0035,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-05-28T13:00:00-05:00,2026-05-14,237110,Yes,237110,2026-06-14,,https://sam.gov/workspace/contract/opp/8766d52cb9934f6b9422a811ac276ed0/view,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.256-NETWORK CONTRACT OFFICE 16 (36C256)",036.3600.36C256,Presolicitation,OFFICE,SDVOSBC,{'awardee': {}},"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4b1e0093fbe14f55b1bdc8b85deaf825/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5912376e1d734c8c9f26793af5267c67/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/61f1eea11e3241259d7b15860e0f9267/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/626b5c0bac6c4fb5931d4322fda0ef82/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7ab14423e8ce4de1b27e0220a3e4caee/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8e7d4a7dfb754489a29e0eec39233b84/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9014ea53dca14679bd411e36507e615e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9c7cfbe460e34c9db6e1b2610c768589/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/da2f34a7493348a084b138421baa39ee/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f8d18c8b04c94fd1842e601b481a69ae/download']"
Presolicitation,Y--GRSM NEWFOUND GAP WASTEWATER SYSTEM WORK,Not Specified,,,140P5326R0019,,Total Small Business Set-Aside (FAR 19.5),,2026-05-11,237110,Yes,237110,2026-10-30,,https://sam.gov/workspace/contract/opp/dece9e97656d4302b0123394315b863c/view,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.SER SOUTH MABO (54000)",014.1443.140P54,Presolicitation,OFFICE,SBA,,['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b7ab15e1f1ba4b76b07f282f2ed7ff17/download']
Solicitation,Z--BRVB - Entry Courtyard Improvements,"Topeka, Kansas",,,140P6026B0004,,Total Small Business Set-Aside (FAR 19.5),2026-07-02T09:00:00-05:00,2026-06-09,237310,Yes,237310,2026-07-17,,https://sam.gov/workspace/contract/opp/c7539c91aaed45ca951cda7aa06680fb/view,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR MIDWEST REGION(60000)",014.1443.140P60,Solicitation,OFFICE,SBA,,
Presolicitation,Various Fencing for Gate Perimeter Security - Sources Sought - Pre-Solicitation ,Not Specified,,,W91RUS26R7701,,Total Small Business Set-Aside (FAR 19.5),2026-05-26T12:00:00-07:00,2026-05-12,237990,Yes,237990,2027-05-12,,https://sam.gov/workspace/contract/opp/5cfb08d438ad480b9e3605f9b329309e/view,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-APG.W6QK ACC-APG CONT CT SW SECTOR,021.2100.AMC.ACC.ACC-CTRS.ACC-APG.W91RUS,Presolicitation,OFFICE,SBA,,
Presolicitation,Z2LC--Campus Sinkhole Repair  552-26-506,"Dayton, Ohio",,"$500,000.00 and $1,000,000.00 | $500,000.00 | $1,000,000.00",36C25026B0045,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-18T15:00:00-04:00,2026-05-14,237110,Yes,237110,2026-08-17,,https://sam.gov/workspace/contract/opp/6cc66252a2dc4c15bda3dd7f05767469/view,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.250-NETWORK CONTRACT OFFICE 10 (36C250)",036.3600.36C250,Presolicitation,OFFICE,SDVOSBC,{'awardee': {}},['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/60da70921290460ba75bd358560dcc2d/download']
Solicitation,Y--FOMA REPLACE NATURE TRAIL BOARDWALK RS,Not Specified,,,140P5426R0010,,Women-Owned Small Business,2026-06-26T13:00:00-04:00,2026-06-11,237990,Yes,237990,2026-07-11,,https://sam.gov/workspace/contract/opp/c6231ebe2f3f48f8b250321d373bb72f/view,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.SER SOUTH MABO (54000)",014.1443.140P54,Solicitation,OFFICE,WOSB,,
Solicitation,Crack and Fog Sealing Multiple Locations,Not Specified,,$45M,140P6426Q0073,,Total Small Business Set-Aside (FAR 19.5),2026-06-25T12:00:00-04:00,2026-05-20,237310,Yes,237310,2026-09-30,,https://sam.gov/workspace/contract/opp/83e009c5b2e94106a314dd7d1f30a0b3/view,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR OHIO(64000)",014.1443.140P64,Presolicitation,OFFICE,SBA,,
